   S         2443.041313649 
   S          365.141320997 
   S           42.128243741 
   S           25.762273535 
   S           14.162341010 
   S            6.129112724 
   S            2.245327440 
   S            1.083281095 
   S            0.374208441 
   S            0.184305807 
   S            0.079471031 
   S            0.096372116 
   P           20.219589227 
   P            9.046814231 
   P            6.884916898 
   P            2.751617514 
   P            1.376183374 
   P            0.705099065 
   P            0.342387797 
   P            0.146137135 
   P            0.060617889 
   P            0.582721926 
   P            0.093362921 
   D           69.928046231 
   D           16.277328356 
   D            6.239615316 
   D            2.875212274 
   D            1.590611990 
   D            0.831439014 
   D            0.402226948 
   D            0.170609213 
   F            0.372214269 
