   S         2428.061793547 
   S          368.958625082 
   S           41.867472113 
   S           26.015024929 
   S           14.827019526 
   S            6.173638999 
   S            2.162430726 
   S            1.083281095 
   S            0.373248443 
   S            0.184305807 
   S            0.079471031 
   S            0.096372116 
   P           20.219589227 
   P           10.181986189 
   P            6.884916898 
   P            2.703578225 
   P            1.376183374 
   P            0.677975358 
   P            0.342838813 
   P            0.147773866 
   P            0.061023784 
   P            0.577193544 
   P            0.092376066 
   D           70.200079269 
   D           16.235535587 
   D            6.483431475 
   D            2.837942873 
   D            1.578630890 
   D            0.831439014 
   D            0.413199403 
   D            0.167140271 
   F            0.359480803 
